"날짜","종가","오픈","고가","저가","거래량","변동 %"
"2011년 07월 13일","2,129.64","2,117.12","2,129.64","2,107.63","306.09M","0.94%"
"2011년 07월 12일","2,109.73","2,131.07","2,136.98","2,107.95","286.42M","-2.20%"
"2011년 07월 11일","2,157.16","2,167.94","2,171.29","2,151.84","240.69M","-1.06%"
"2011년 07월 08일","2,180.35","2,192.83","2,192.83","2,173.96","323.02M","-0.01%"
"2011년 07월 07일","2,180.59","2,167.18","2,184.94","2,165.15","355.59M","0.43%"
"2011년 07월 06일","2,171.19","2,156.94","2,171.19","2,155.33","275.94M","0.44%"
"2011년 07월 05일","2,161.75","2,149.40","2,163.37","2,145.87","284.88M","0.77%"
"2011년 07월 04일","2,145.30","2,143.24","2,153.29","2,141.98","290.46M","0.92%"
"2011년 07월 01일","2,125.74","2,120.03","2,131.67","2,116.68","273.41M","1.19%"
"2011년 06월 30일","2,100.69","2,103.59","2,105.47","2,091.09","257.29M","0.30%"
"2011년 06월 29일","2,094.42","2,097.87","2,098.95","2,081.71","256.15M","1.53%"
"2011년 06월 28일","2,062.91","2,092.94","2,099.94","2,062.91","328.64M","-0.36%"
"2011년 06월 27일","2,070.29","2,076.01","2,076.94","2,058.40","246.53M","-0.98%"
"2011년 06월 24일","2,090.81","2,063.92","2,090.82","2,062.26","294.10M","1.70%"
"2011년 06월 23일","2,055.86","2,048.06","2,064.96","2,048.06","259.64M","-0.39%"
"2011년 06월 22일","2,063.90","2,066.91","2,074.46","2,059.36","263.84M","0.77%"
"2011년 06월 21일","2,048.17","2,041.15","2,051.19","2,015.86","278.61M","1.41%"
"2011년 06월 20일","2,019.65","2,034.35","2,047.12","2,017.52","229.18M","-0.60%"
"2011년 06월 17일","2,031.93","2,057.46","2,058.67","2,008.84","282.48M","-0.72%"
"2011년 06월 16일","2,046.63","2,057.16","2,068.17","2,043.81","234.16M","-1.91%"
"2011년 06월 15일","2,086.53","2,087.96","2,091.00","2,064.82","229.16M","0.47%"
"2011년 06월 14일","2,076.83","2,045.22","2,082.25","2,040.69","209.52M","1.37%"
"2011년 06월 13일","2,048.74","2,030.54","2,057.65","2,025.42","218.48M","0.10%"
"2011년 06월 10일","2,046.67","2,085.85","2,093.94","2,045.24","265.87M","-1.19%"
"2011년 06월 09일","2,071.42","2,076.70","2,088.82","2,067.58","283.66M","-0.57%"
"2011년 06월 08일","2,083.35","2,102.97","2,109.11","2,068.78","281.37M","-0.78%"
"2011년 06월 07일","2,099.71","2,093.45","2,106.85","2,091.26","246.62M","-0.65%"
"2011년 06월 03일","2,113.47","2,123.47","2,131.93","2,108.75","264.11M","-0.03%"
"2011년 06월 02일","2,114.20","2,098.37","2,126.80","2,093.97","248.78M","-1.27%"
"2011년 06월 01일","2,141.34","2,142.67","2,152.95","2,132.85","294.71M","-0.05%"
"2011년 05월 31일","2,142.47","2,104.16","2,146.79","2,102.77","303.26M","2.32%"
"2011년 05월 30일","2,093.79","2,115.27","2,116.13","2,085.75","213.19M","-0.31%"
"2011년 05월 27일","2,100.24","2,087.36","2,111.36","2,085.24","272.78M","0.40%"
"2011년 05월 26일","2,091.91","2,059.93","2,094.35","2,056.49","296.70M","2.75%"
"2011년 05월 25일","2,035.87","2,073.53","2,082.12","2,030.68","344.97M","-1.26%"
"2011년 05월 24일","2,061.76","2,052.44","2,070.64","2,048.55","268.52M","0.29%"
"2011년 05월 23일","2,055.71","2,100.44","2,100.44","2,055.71","292.95M","-2.64%"
"2011년 05월 20일","2,111.50","2,101.45","2,112.48","2,084.06","282.78M","0.76%"
"2011년 05월 19일","2,095.51","2,141.29","2,143.41","2,092.61","283.36M","-1.89%"
"2011년 05월 18일","2,135.78","2,110.70","2,138.72","2,106.41","259.99M","1.59%"
"2011년 05월 17일","2,102.41","2,103.82","2,111.44","2,092.32","300.78M","-0.08%"
"2011년 05월 16일","2,104.18","2,104.67","2,115.25","2,097.16","273.62M","-0.75%"
"2011년 05월 13일","2,120.08","2,133.99","2,134.53","2,103.06","397.07M","-0.12%"
"2011년 05월 12일","2,122.65","2,139.24","2,149.42","2,122.60","382.25M","-2.03%"
"2011년 05월 11일","2,166.63","2,161.44","2,166.63","2,144.94","378.04M","1.28%"
"2011년 05월 09일","2,139.17","2,157.95","2,161.93","2,136.59","253.93M","-0.39%"
"2011년 05월 06일","2,147.45","2,153.50","2,156.81","2,133.97","344.19M","-1.52%"
"2011년 05월 04일","2,180.64","2,196.90","2,201.69","2,173.21","393.74M","-0.91%"
"2011년 05월 03일","2,200.73","2,224.40","2,228.04","2,188.11","375.10M","-1.27%"
"2011년 05월 02일","2,228.96","2,203.09","2,229.09","2,202.92","302.49M","1.67%"
"2011년 04월 29일","2,192.36","2,211.33","2,219.60","2,177.80","364.12M","-0.72%"
"2011년 04월 28일","2,208.35","2,215.42","2,225.35","2,194.15","354.85M","0.07%"
"2011년 04월 27일","2,206.70","2,225.95","2,231.47","2,191.82","423.20M","0.02%"
"2011년 04월 26일","2,206.30","2,219.47","2,222.56","2,196.76","439.34M","-0.44%"
"2011년 04월 25일","2,216.00","2,205.20","2,218.07","2,199.27","354.02M","0.83%"
"2011년 04월 22일","2,197.82","2,203.04","2,208.06","2,190.87","390.81M","-0.03%"
"2011년 04월 21일","2,198.54","2,190.64","2,211.36","2,183.52","415.98M","1.32%"
"2011년 04월 20일","2,169.91","2,146.38","2,169.94","2,138.80","374.32M","2.23%"
"2011년 04월 19일","2,122.68","2,117.94","2,136.95","2,111.60","375.02M","-0.70%"
"2011년 04월 18일","2,137.72","2,146.83","2,149.45","2,128.02","358.28M","-0.13%"
"2011년 04월 15일","2,140.50","2,136.27","2,142.71","2,126.59","356.65M","-0.03%"
"2011년 04월 14일","2,141.06","2,116.49","2,141.07","2,109.63","371.73M","0.90%"
"2011년 04월 13일","2,121.92","2,091.68","2,121.93","2,081.98","348.08M","1.56%"
"2011년 04월 12일","2,089.40","2,117.21","2,117.21","2,088.67","311.14M","-1.55%"
"2011년 04월 11일","2,122.39","2,127.20","2,135.33","2,115.89","316.07M","-0.26%"
"2011년 04월 08일","2,127.97","2,119.01","2,135.98","2,118.72","392.84M","0.27%"
"2011년 04월 07일","2,122.14","2,133.31","2,135.73","2,111.54","382.81M","-0.21%"
"2011년 04월 06일","2,126.71","2,129.13","2,136.29","2,119.66","423.05M","-0.17%"
"2011년 04월 05일","2,130.43","2,118.08","2,130.43","2,107.78","327.66M","0.69%"
"2011년 04월 04일","2,115.87","2,124.37","2,125.53","2,103.82","301.80M","-0.24%"
"2011년 04월 01일","2,121.01","2,107.67","2,121.02","2,101.83","337.94M","0.68%"
"2011년 03월 31일","2,106.70","2,098.09","2,106.74","2,089.12","317.89M","0.73%"
"2011년 03월 30일","2,091.38","2,075.91","2,100.20","2,074.26","316.86M","0.93%"
"2011년 03월 29일","2,072.13","2,052.87","2,072.13","2,050.09","250.47M","0.77%"
"2011년 03월 28일","2,056.39","2,054.28","2,059.92","2,043.99","285.36M","0.11%"
"2011년 03월 25일","2,054.04","2,058.35","2,060.29","2,041.72","311.22M","0.85%"
"2011년 03월 24일","2,036.78","2,022.26","2,036.93","2,022.08","295.49M","1.22%"
"2011년 03월 23일","2,012.18","2,019.18","2,022.14","2,005.59","312.57M","-0.07%"
"2011년 03월 22일","2,013.66","2,012.48","2,016.27","2,004.36","304.11M","0.51%"
"2011년 03월 21일","2,003.42","1,985.47","2,005.32","1,985.15","292.26M","1.13%"
"2011년 03월 18일","1,981.13","1,963.17","1,988.04","1,960.49","291.30M","1.13%"
"2011년 03월 17일","1,959.03","1,921.59","1,961.09","1,919.13","305.71M","0.05%"
"2011년 03월 16일","1,957.97","1,951.68","1,965.15","1,931.38","284.42M","1.77%"
"2011년 03월 15일","1,923.92","1,966.82","1,985.82","1,882.09","403.89M","-2.40%"
"2011년 03월 14일","1,971.23","1,949.08","1,971.23","1,928.99","388.62M","0.80%"
"2011년 03월 11일","1,955.54","1,956.34","1,970.70","1,949.32","267.17M","-1.31%"
"2011년 03월 10일","1,981.58","1,999.38","2,001.27","1,973.88","288.39M","-0.99%"
"2011년 03월 09일","2,001.47","2,007.79","2,016.68","1,991.52","315.36M","0.26%"
"2011년 03월 08일","1,996.32","1,984.08","2,007.24","1,974.73","304.75M","0.81%"
"2011년 03월 07일","1,980.27","1,996.48","2,005.43","1,978.13","255.92M","-1.22%"
"2011년 03월 04일","2,004.68","1,989.88","2,008.89","1,984.15","334.58M","1.73%"
"2011년 03월 03일","1,970.66","1,942.24","1,970.66","1,941.23","284.83M","2.20%"
"2011년 03월 02일","1,928.24","1,922.38","1,940.78","1,921.34","207.67M","-0.57%"
"2011년 02월 28일","1,939.30","1,954.40","1,958.59","1,935.93","263.87M","-1.23%"
"2011년 02월 25일","1,963.43","1,956.02","1,965.48","1,941.15","306.89M","0.69%"
"2011년 02월 24일","1,949.88","1,957.63","1,970.66","1,945.41","281.57M","-0.60%"
"2011년 02월 23일","1,961.63","1,962.70","1,977.99","1,951.75","308.59M","-0.42%"
"2011년 02월 22일","1,969.92","1,978.34","1,982.70","1,958.77","346.09M","-1.76%"
"2011년 02월 21일","2,005.30","2,014.15","2,014.98","1,991.70","324.24M","-0.39%"
"2011년 02월 18일","2,013.14","1,989.24","2,015.78","1,981.75","493.97M","1.82%"
"2011년 02월 17일","1,977.22","2,002.00","2,006.59","1,959.71","340.28M","-0.60%"
"2011년 02월 16일","1,989.11","2,007.08","2,021.69","1,989.11","297.63M","-1.06%"
"2011년 02월 15일","2,010.52","2,018.40","2,029.99","2,003.58","275.03M","-0.20%"
"2011년 02월 14일","2,014.59","1,999.09","2,015.84","1,986.94","279.52M","1.89%"
"2011년 02월 11일","1,977.19","2,010.29","2,021.42","1,975.47","317.29M","-1.56%"
"2011년 02월 10일","2,008.50","2,041.07","2,043.07","2,008.50","309.76M","-1.81%"
"2011년 02월 09일","2,045.58","2,077.12","2,077.12","2,037.30","333.19M","-1.17%"
"2011년 02월 08일","2,069.70","2,090.47","2,092.43","2,066.71","300.33M","-0.58%"
"2011년 02월 07일","2,081.74","2,102.76","2,107.83","2,081.73","285.94M","0.47%"
"2011년 02월 01일","2,072.03","2,079.92","2,086.56","2,071.73","290.81M","0.11%"
"2011년 01월 31일","2,069.73","2,080.60","2,089.72","2,069.73","320.90M","-1.81%"
"2011년 01월 28일","2,107.87","2,115.69","2,119.49","2,095.36","412.96M","-0.34%"
"2011년 01월 27일","2,115.01","2,115.04","2,121.06","2,108.53","358.86M","0.22%"
"2011년 01월 26일","2,110.46","2,093.59","2,112.33","2,092.41","369.36M","1.14%"
"2011년 01월 25일","2,086.67","2,092.27","2,105.33","2,083.80","420.96M","0.22%"
"2011년 01월 24일","2,082.16","2,067.32","2,082.97","2,064.00","340.24M","0.59%"
"2011년 01월 21일","2,069.92","2,103.74","2,104.39","2,066.82","395.40M","-1.74%"
"2011년 01월 20일","2,106.66","2,111.41","2,114.20","2,102.61","335.46M","-0.43%"
"2011년 01월 19일","2,115.69","2,106.53","2,119.24","2,084.08","425.47M","0.92%"
"2011년 01월 18일","2,096.48","2,095.85","2,111.40","2,093.32","454.90M","-0.16%"
"2011년 01월 17일","2,099.85","2,112.37","2,118.86","2,099.84","428.36M","-0.39%"
"2011년 01월 14일","2,108.17","2,089.70","2,108.17","2,076.44","424.72M","0.89%"
"2011년 01월 13일","2,089.48","2,097.04","2,109.34","2,083.80","424.20M","-0.26%"
"2011년 01월 12일","2,094.95","2,091.70","2,098.00","2,085.99","433.26M","0.32%"
"2011년 01월 11일","2,088.32","2,079.85","2,088.32","2,059.67","410.95M","0.36%"
"2011년 01월 10일","2,080.81","2,082.29","2,088.64","2,069.30","342.64M","-0.26%"
"2011년 01월 07일","2,086.20","2,073.68","2,086.20","2,068.66","335.56M","0.41%"
"2011년 01월 06일","2,077.61","2,094.35","2,096.65","2,066.10","407.83M","-0.24%"
"2011년 01월 05일","2,082.55","2,083.10","2,087.14","2,076.92","386.06M","-0.12%"
"2011년 01월 04일","2,085.14","2,074.56","2,085.14","2,069.12","415.91M","0.73%"
"2011년 01월 03일","2,070.08","2,063.69","2,070.09","2,054.83","354.08M","0.93%"
"2010년 12월 30일","2,051.00","2,047.82","2,052.97","2,041.66","305.88M","0.37%"
"2010년 12월 29일","2,043.49","2,028.57","2,043.49","2,027.52","282.56M","0.50%"
"2010년 12월 28일","2,033.32","2,028.41","2,041.83","2,026.57","360.19M","0.55%"
"2010년 12월 27일","2,022.19","2,024.56","2,034.62","2,018.75","282.87M","-0.37%"
"2010년 12월 24일","2,029.60","2,040.64","2,042.89","2,027.96","317.44M","-0.39%"
"2010년 12월 23일","2,037.53","2,042.41","2,043.62","2,028.78","341.07M","-0.03%"
"2010년 12월 22일","2,038.11","2,039.35","2,045.39","2,035.25","335.35M","0.05%"
"2010년 12월 21일","2,037.09","2,035.11","2,043.81","2,032.66","370.45M","0.83%"
"2010년 12월 20일","2,020.28","2,008.14","2,021.70","1,996.44","409.15M","-0.30%"
"2010년 12월 17일","2,026.30","2,018.28","2,027.55","2,010.75","503.50M","0.85%"
"2010년 12월 16일","2,009.24","2,009.86","2,019.49","2,002.33","362.51M","-0.41%"
"2010년 12월 15일","2,017.48","2,009.20","2,017.48","2,004.06","490.27M","0.42%"
"2010년 12월 14일","2,009.05","2,000.60","2,009.05","1,996.82","396.59M","0.62%"
"2010년 12월 13일","1,996.59","1,993.42","1,997.36","1,983.93","385.63M","0.53%"
"2010년 12월 10일","1,986.14","1,984.11","1,991.96","1,979.73","373.86M","-0.14%"
"2010년 12월 09일","1,988.96","1,963.88","1,988.96","1,961.68","448.35M","1.70%"
"2010년 12월 08일","1,955.72","1,960.30","1,970.91","1,953.97","496.39M","-0.35%"
"2010년 12월 07일","1,962.52","1,955.63","1,964.64","1,952.56","639.16M","0.45%"
"2010년 12월 06일","1,953.64","1,961.23","1,961.47","1,946.35","460.28M","-0.18%"
"2010년 12월 03일","1,957.26","1,960.61","1,960.61","1,948.51","438.58M","0.36%"
"2010년 12월 02일","1,950.26","1,943.71","1,950.26","1,940.23","439.00M","1.09%"
"2010년 12월 01일","1,929.32","1,907.70","1,929.32","1,904.71","339.16M","1.30%"
"2010년 11월 30일","1,904.63","1,889.89","1,917.57","1,889.86","443.69M","0.48%"
"2010년 11월 29일","1,895.54","1,904.95","1,912.53","1,880.58","299.80M","-0.33%"
"2010년 11월 26일","1,901.80","1,932.78","1,936.72","1,893.94","459.21M","-1.34%"
"2010년 11월 25일","1,927.68","1,934.97","1,935.59","1,916.16","323.35M","0.09%"
"2010년 11월 24일","1,925.98","1,883.92","1,928.45","1,882.52","451.50M","-0.15%"
"2010년 11월 23일","1,928.94","1,938.91","1,943.48","1,919.15","377.79M","-0.79%"
"2010년 11월 22일","1,944.34","1,947.01","1,954.78","1,939.51","330.55M","0.17%"
"2010년 11월 19일","1,940.96","1,936.74","1,940.96","1,927.81","292.69M","0.68%"
"2010년 11월 18일","1,927.86","1,908.38","1,929.24","1,904.37","271.42M","1.62%"
"2010년 11월 17일","1,897.11","1,877.23","1,908.17","1,875.34","293.29M","-0.11%"
"2010년 11월 16일","1,899.13","1,912.11","1,916.07","1,890.00","336.33M","-0.77%"
"2010년 11월 15일","1,913.81","1,918.69","1,925.43","1,900.25","303.80M","0.04%"
"2010년 11월 12일","1,913.12","1,951.35","1,958.22","1,899.49","465.47M","-0.08%"
"2010년 11월 11일","1,914.73","1,966.50","1,976.46","1,914.73","373.18M","-2.70%"
"2010년 11월 10일","1,967.85","1,945.73","1,967.85","1,945.28","366.01M","1.05%"
"2010년 11월 09일","1,947.46","1,943.56","1,947.66","1,935.38","298.82M","0.26%"
"2010년 11월 08일","1,942.41","1,946.76","1,948.44","1,930.29","312.65M","0.18%"
"2010년 11월 05일","1,938.96","1,962.34","1,966.99","1,938.57","401.40M","-0.18%"
"2010년 11월 04일","1,942.50","1,941.56","1,945.58","1,936.04","324.78M","0.34%"
"2010년 11월 03일","1,935.97","1,931.13","1,943.23","1,930.11","358.98M","0.93%"
"2010년 11월 02일","1,918.04","1,912.28","1,920.29","1,907.18","340.83M","0.17%"
"2010년 11월 01일","1,914.74","1,889.57","1,914.74","1,880.25","343.30M","1.69%"
"2010년 10월 29일","1,882.95","1,913.61","1,913.95","1,875.31","375.84M","-1.31%"
"2010년 10월 28일","1,907.87","1,909.38","1,914.89","1,901.80","348.38M","-0.09%"
"2010년 10월 27일","1,909.54","1,919.48","1,924.61","1,902.18","392.95M","-0.51%"
"2010년 10월 26일","1,919.41","1,913.25","1,919.56","1,909.27","351.86M","0.19%"
"2010년 10월 25일","1,915.71","1,902.51","1,918.87","1,899.08","408.17M","0.97%"
"2010년 10월 22일","1,897.31","1,882.08","1,897.31","1,880.25","348.42M","1.21%"
"2010년 10월 21일","1,874.69","1,878.51","1,879.08","1,858.38","414.87M","0.23%"
"2010년 10월 20일","1,870.44","1,844.41","1,875.76","1,837.08","367.89M","0.71%"
"2010년 10월 19일","1,857.32","1,878.98","1,885.23","1,857.32","426.77M","-0.97%"
"2010년 10월 18일","1,875.42","1,904.57","1,904.79","1,875.42","372.19M","-1.41%"
"2010년 10월 15일","1,902.29","1,898.85","1,903.25","1,893.76","369.33M","0.13%"
"2010년 10월 14일","1,899.76","1,886.68","1,899.76","1,884.45","375.10M","1.26%"
"2010년 10월 13일","1,876.15","1,878.58","1,881.20","1,866.41","318.75M","0.43%"
"2010년 10월 12일","1,868.04","1,892.27","1,893.13","1,857.93","315.47M","-1.16%"
"2010년 10월 11일","1,889.91","1,908.55","1,909.01","1,885.08","341.19M","-0.38%"
"2010년 10월 08일","1,897.07","1,900.86","1,900.86","1,887.98","374.07M","-0.20%"
"2010년 10월 07일","1,900.85","1,901.20","1,906.02","1,893.14","398.96M","-0.16%"
"2010년 10월 06일","1,903.95","1,897.07","1,905.73","1,894.02","392.06M","1.33%"
"2010년 10월 05일","1,878.94","1,874.10","1,885.00","1,868.89","342.73M","-0.02%"
"2010년 10월 04일","1,879.29","1,884.49","1,889.50","1,875.93","392.50M","0.14%"
"2010년 10월 01일","1,876.73","1,872.39","1,884.00","1,868.90","366.20M","0.21%"
"2010년 09월 30일","1,872.81","1,870.21","1,872.81","1,861.18","353.55M","0.34%"
"2010년 09월 29일","1,866.45","1,865.27","1,873.79","1,864.43","359.93M","0.56%"
"2010년 09월 28일","1,855.97","1,859.04","1,862.72","1,852.52","357.14M","-0.26%"
"2010년 09월 27일","1,860.83","1,856.42","1,862.03","1,851.97","383.63M","0.77%"
"2010년 09월 24일","1,846.60","1,830.22","1,846.60","1,825.80","274.23M","0.76%"
"2010년 09월 20일","1,832.63","1,821.52","1,833.78","1,818.60","242.70M","0.29%"
"2010년 09월 17일","1,827.35","1,823.64","1,828.54","1,812.05","317.38M","0.86%"
"2010년 09월 16일","1,811.85","1,822.35","1,824.61","1,811.85","336.25M","-0.66%"
"2010년 09월 15일","1,823.88","1,817.30","1,827.00","1,813.09","338.94M","0.48%"
"2010년 09월 14일","1,815.25","1,824.78","1,827.03","1,810.78","387.03M","-0.20%"
"2010년 09월 13일","1,818.86","1,812.03","1,819.12","1,807.59","386.84M","0.90%"
"2010년 09월 10일","1,802.58","1,792.75","1,808.18","1,791.95","340.65M","1.02%"
"2010년 09월 09일","1,784.36","1,786.83","1,790.47","1,775.07","367.86M","0.29%"
"2010년 09월 08일","1,779.22","1,780.48","1,785.48","1,770.78","322.53M","-0.48%"
"2010년 09월 07일","1,787.74","1,792.07","1,796.50","1,786.37","316.86M","-0.26%"
"2010년 09월 06일","1,792.42","1,791.76","1,794.07","1,784.49","328.11M","0.70%"
"2010년 09월 03일","1,780.02","1,780.80","1,786.04","1,774.95","312.02M","0.24%"
"2010년 09월 02일","1,775.73","1,783.22","1,783.85","1,767.67","292.78M","0.63%"
"2010년 09월 01일","1,764.69","1,751.96","1,767.21","1,748.30","305.27M","1.26%"
"2010년 08월 31일","1,742.75","1,746.85","1,752.07","1,736.23","289.49M","-0.99%"
"2010년 08월 30일","1,760.13","1,749.02","1,760.35","1,746.21","247.36M","1.77%"
"2010년 08월 27일","1,729.56","1,724.00","1,732.84","1,719.20","245.58M","-0.01%"
"2010년 08월 26일","1,729.76","1,744.08","1,744.40","1,729.76","303.05M","-0.29%"
"2010년 08월 25일","1,734.79","1,745.77","1,753.57","1,734.79","346.28M","-1.46%"
"2010년 08월 24일","1,760.53","1,757.10","1,771.76","1,749.11","401.70M","-0.41%"
"2010년 08월 23일","1,767.71","1,780.59","1,788.71","1,766.77","330.34M","-0.44%"
"2010년 08월 20일","1,775.54","1,769.02","1,776.35","1,765.58","362.00M","-0.23%"
"2010년 08월 19일","1,779.64","1,763.60","1,781.07","1,762.98","344.95M","1.00%"
"2010년 08월 18일","1,761.99","1,763.84","1,765.01","1,753.68","371.48M","0.40%"
"2010년 08월 17일","1,755.03","1,737.36","1,757.22","1,734.51","427.00M","0.67%"
"2010년 08월 16일","1,743.31","1,735.36","1,746.02","1,716.86","314.46M","-0.17%"
"2010년 08월 13일","1,746.24","1,731.15","1,747.11","1,725.24","278.60M","1.42%"
"2010년 08월 12일","1,721.75","1,731.34","1,742.80","1,721.75","359.76M","-2.07%"
"2010년 08월 11일","1,758.19","1,775.34","1,776.99","1,754.18","380.36M","-1.29%"
"2010년 08월 10일","1,781.13","1,792.12","1,794.55","1,779.57","301.06M","-0.50%"
"2010년 08월 09일","1,790.17","1,779.38","1,790.21","1,776.72","290.70M","0.36%"
"2010년 08월 06일","1,783.83","1,782.47","1,785.98","1,769.46","336.26M","-0.00%"
