번호,사업장명,소재지전체주소,도로명전체주소,개업일자,영업상태명,폐업일자,휴업시작일자,휴업종료일자,재개업일자,소재지면적,소재지우편번호,급수시설구분명,남성종사자수,년도,다중이용업소여부,등급구분명,시설총규모,여성종사자수,영업장주변구분명,위생업종명,위생업태명,총종업원수,전화번호,위치정보(X),위치정보(Y),상세영업상태명
257,토끼정 롯데 강남점,서울특별시 강남구 대치동 937번지 롯데백화점 ,"서울특별시 강남구 도곡로 401, 롯데백화점 지하1층 (대치동)",20180307,운영중,,,,,44.30,135704,,,2018,N,,44.3,,,휴게음식점,백화점,,,204783.36435600000  ,444196.72754400000  ,영업
258,하나롤,서울특별시 영등포구 영등포동4가 434-5번지 신세계백화점 지하1층 ,"서울특별시 영등포구 영중로 9, 신세계백화점 지하1층 (영등포동4가)",20180306,운영중,,,,,20.20,150985,,,2018,N,,20.2,,,휴게음식점,백화점,,,191651.66159400000  ,446416.17392600000  ,영업
259,(주)보승식품,서울특별시 서초구 반포동 19-3번지 지하1층 ,"서울특별시 서초구 신반포로 176, 신세계백화점 강남점 지하1층 (반포동)",20180425,운영중,,,,,10.80,137713,,,2018,N,,10.8,,,휴게음식점,백화점,,031 947 2216,200390.17138000000  ,445018.63002100000  ,영업
260,몽샹82현대신촌점,서울특별시 서대문구 창천동 30-33번지 현대백화점신촌점 ,"서울특별시 서대문구 신촌로 83, 현대백화점신촌점 지하1층 (창천동)",20180404,운영중,,,,,5.60,120706,,,2018,N,,5.6,,,휴게음식점,백화점,,,194331.32127800000  ,450730.57764800000  ,영업
261,얌이밀,서울특별시 영등포구 영등포동4가 434-5번지 신세계백화점 A관7층 ,"서울특별시 영등포구 영중로 9, 신세계백화점 A관7층 (영등포동4가)",20180208,운영중,,,,,61.00,150985,,,2018,N,,61,,,휴게음식점,백화점,,,191651.66159400000  ,446416.17392600000  ,영업
262,스노우무무,서울특별시 구로구 신도림동 692번지 디큐브시티 ,"서울특별시 구로구 경인로 662 (신도림동, 디큐브시티)",20180516,운영중,,,,,6.75,152706,,,2018,N,,6.75,,,휴게음식점,백화점,,,190210.51179400000  ,445488.90097600000  ,영업
263,쌍계명차,서울특별시 강동구 천호동 455-8번지 현대백화점 ,"서울특별시 강동구 천호대로 1005, 현대백화점 지하2층 (천호동)",20180427,운영중,,,,,19.80,134779,,,2018,N,,19.8,,,휴게음식점,백화점,,02  22258634,210997.25792200000  ,448824.42207300000  ,영업
264,구운몽,서울특별시 서초구 반포동 19-3번지 지하1층 ,"서울특별시 서초구 신반포로 176, 신세계백화점 강남점 지하1층 (반포동)",20180305,운영중,,,,,13.80,137713,,,2018,N,,13.8,,,휴게음식점,백화점,,02  63002525,200390.17138000000  ,445018.63002100000  ,영업
265,제주김만복 롯데백화점 강남점,서울특별시 강남구 대치동 937번지 롯데백화점 ,"서울특별시 강남구 도곡로 401, 롯데백화점 지하1층 (대치동)",20180314,운영중,,,,,33.10,135704,,,2018,N,,33.1,,,휴게음식점,백화점,,,204783.36435600000  ,444196.72754400000  ,영업
266,노르딕 연어,서울특별시 강남구 대치동 937번지 롯데백화점 ,"서울특별시 강남구 도곡로 401, 롯데백화점 지하1층 (대치동)",20180314,운영중,,,,,15.90,135704,,,2018,N,,15.9,,,휴게음식점,백화점,,02  61235544,204783.36435600000  ,444196.72754400000  ,영업
267,몽샹82 롯데강남,서울특별시 강남구 대치동 937번지 롯데백화점 ,"서울특별시 강남구 도곡로 401, 롯데백화점 지하1층 (대치동)",20180314,운영중,,,,,8.30,135704,,,2018,N,,8.3,,,휴게음식점,백화점,,02  22811888,204783.36435600000  ,444196.72754400000  ,영업
268,좋은 아침 pastry,서울특별시 구로구 신도림동 692번지 디큐브시티 ,"서울특별시 구로구 경인로 662, 지하2층 (신도림동, 디큐브시티)",20180425,운영중,,,,,40.80,152706,,,2018,N,,40.8,,,휴게음식점,백화점,,,190210.51179400000  ,445488.90097600000  ,영업
269,쿠크봉,서울특별시 구로구 구로동 573번지 애경백화점 ,"서울특별시 구로구 구로중앙로 152, 애경백화점 지하1층 (구로동)",20180601,운영중,,,,,5.30,152715,,,2018,N,,5.3,,,휴게음식점,백화점,,,189634.33807700000  ,444639.33581900000  ,영업
270,라꾸르구르몽드코리아,서울특별시 중구 소공동 1번지 지하1층 ,"서울특별시 중구 남대문로 81 (소공동, 지하1층)",20150528,운영중,,,,,10.00,100070,,,2015,N,,10,,,휴게음식점,백화점,,070 77882551,198385.90413900000  ,451688.49847700000  ,영업
271,제이앤에스식품,서울특별시 광진구 자양동 227-342번지 ,"서울특별시 광진구 능동로 92, 지층 (자양동)",20081028,운영중,,,,,16.60,143758,상수도전용,,2008,N,,16.6,,,휴게음식점,백화점,,0222182012,206293.91546100000  ,448834.97907600000  ,영업
272,움트,서울특별시 광진구 자양동 227-342번지 (롯데백화점 지하1층) ,서울특별시 광진구 능동로 92 (자양동),20081028,운영중,,,,,9.40,143758,상수도전용,,2008,N,,9.4,,,휴게음식점,백화점,,0222182012,206293.91546100000  ,448834.97907600000  ,영업
273,달롤,서울특별시 광진구 자양동 227-342번지 롯데백화점 지하1층 ,"서울특별시 광진구 능동로 92, 지하1층 (자양동, 롯데백화점)",20150127,운영중,,,,,5.00,143758,,,2015,N,,5,,,휴게음식점,백화점,,02942 2029,206293.91546100000  ,448834.97907600000  ,영업
274,카페마마스주스 현대무역센터점,서울특별시 강남구 삼성동 159-7번지 현대백화점 무역센터점 식품관 ,"서울특별시 강남구 테헤란로 517, 지하1층 (삼성동, 현대백화점 무역센터점 식품관)",20150511,운영중,,,,,10.00,135090,,,2015,N,,10,,,휴게음식점,백화점,,0220388370,205284.14694200000  ,445461.97226000000  ,영업
275,민스키친 한그릇,서울특별시 서초구 반포동 19-3번지 신세계백화점 강남점 지하1층 ,"서울특별시 서초구 신반포로 176, 지하 1층층 (반포동, 신세계백화점 강남점 )",20150731,운영중,,,,,26.10,137713,,,2015,N,,26.1,,,휴게음식점,백화점,,,200390.17138000000  ,445018.63002100000  ,영업
276,김경자 원조칼국수,서울특별시 강남구 삼성동 159-7번지 현대백화점무역센터점 지하1층 ,"서울특별시 강남구 테헤란로 517, 지하1층 (삼성동, 현대백화점무역센터점)",20150810,운영중,,,,,10.00,135090,,,2015,N,,10,,,휴게음식점,백화점,,,205284.14694200000  ,445461.97226000000  ,영업
277,앤티앤스,서울특별시 금천구 가산동 60-19번지 SJ테크노빌 3층 ,"서울특별시 금천구 벚꽃로 278, 지상3층 (가산동, SJ테크노빌)",20151228,운영중,,,,,42.24,153769,,,2015,N,,42,,,휴게음식점,백화점,,02  587 0955,189796.02526000000  ,442234.36906100000  ,영업
278,창화당,서울특별시 영등포구 영등포동4가 434-5번지 신세계백화점 지하1층 ,"서울특별시 영등포구 영중로 9, 지하1층 (영등포동4가, 신세계백화점)",20151218,운영중,,,,,9.90,150985,,,2015,N,,9.9,,,휴게음식점,백화점,,0263002525,191651.66159400000  ,446416.17392600000  ,영업
279,TEA COLLECTIVE (티 컬렉티브),서울특별시 서초구 반포동 19-3번지 4층 신세계백화점 강남점 ,"서울특별시 서초구 신반포로 176, 4층 (반포동, 신세계백화점강남점)",20160217,운영중,,,,,9.00,137713,,,2016,Y,,9,,,휴게음식점,백화점,,,200390.17138000000  ,445018.63002100000  ,영업
280,타이쇼,서울특별시 강남구 대치동 937번지 롯데백화점 지하1층 ,"서울특별시 강남구 도곡로 401, 지하1층 (대치동, 롯데백화점)",20160222,운영중,,,,,6.00,135998,,,2016,N,,6,,,휴게음식점,백화점,,07047578801,204783.36435600000  ,444196.72754400000  ,영업
281,팥꽃나무집,서울특별시 서초구 반포동 19-3번지 지하1층 신세계백화점강남점 ,"서울특별시 서초구 신반포로 176, 지하1층 (반포동, 신세계백화점강남점)",20151215,운영중,,,,,7.50,137713,,,2015,Y,,7.5,,,휴게음식점,백화점,,,200390.17138000000  ,445018.63002100000  ,영업
282,아리수,서울특별시 강남구 삼성동 159-7번지 ,"서울특별시 강남구 테헤란로 517, 지하1층 (삼성동)",20160330,운영중,,,,,3.30,135090,,,2016,N,,3.3,,,휴게음식점,백화점,,,205284.14694200000  ,445461.97226000000  ,영업
283,명인명촌,서울특별시 중구 을지로6가 17-2번지 1층 ,"서울특별시 중구 장충단로13길 20, 1층 (을지로6가)",20160303,운영중,,,,,60.80,100850,,,2016,N,,60.8,,,휴게음식점,백화점,,02706 1288,200677.31425100000  ,452132.83536500000  ,영업
284,안젤로,서울특별시 강남구 도곡동 467-17번지 ,"서울특별시 강남구 언주로30길 57, 상가동 지하1층 (도곡동, 신세계스타슈퍼)",20160328,운영중,,,,,35.69,135856,,,2016,N,,35.69,,,휴게음식점,백화점,,0312680065,204864.62222300000  ,443388.14349700000  ,영업
285,(주)랍스터바,서울특별시 강남구 압구정동 429번지 ,"서울특별시 강남구 압구정로 165, 지하1층 (압구정동, 현대백화점본점)",20160317,운영중,,,,,13.20,135900,,,2016,N,,13.2,,,휴게음식점,백화점,,,202425.36340700000  ,447541.58378500000  ,영업
286,에이니(EINI&CAFE 2B),서울특별시 영등포구 영등포동 618-496번지 롯데백화점 3층 ,"서울특별시 영등포구 경인로 846, 3층 (영등포동, 롯데백화점)",20160303,운영중,,,,,52.77,150899,,,2016,N,,52.77,,,휴게음식점,백화점,,,191837.03355300000  ,446247.06902400000  ,영업
287,리코스파타(rico's pata),서울특별시 양천구 목동 916번지 현대백화점목동점 지하2층 ,"서울특별시 양천구 목동동로 257, 지하2층 (목동, 현대백화점목동점)",20160629,운영중,,,,,3.30,158050,상수도전용,,2016,N,,3.3,,,휴게음식점,백화점,,,189005.13921600000  ,447530.11434800000  ,영업
288,아방가르드,서울특별시 강남구 삼성동 159-7번지 ,"서울특별시 강남구 테헤란로 517, 지하1층 (삼성동, 현대백화점)",20170131,운영중,,,,,7.00,135090,,,2017,N,,7,,,휴게음식점,백화점,,,205284.14694200000  ,445461.97226000000  ,영업
289,(주)미르스타푸드,서울특별시 서초구 반포동 19-3번지 신세계백화점 강남점 지하1층 ,"서울특별시 서초구 신반포로 176, 신세계백화점 강남점 지하1층 (반포동)",20171227,운영중,,,,,4.00,137713,,,2017,N,,4,,,휴게음식점,백화점,,,200390.17138000000  ,445018.63002100000  ,영업
290,홍미당,서울특별시 강남구 대치동 937번지 롯데백화점 ,"서울특별시 강남구 도곡로 401, 롯데백화점 지하1층 (대치동)",20180306,운영중,,,,,24.10,135704,,,2018,N,,24.1,,,휴게음식점,백화점,,,204783.36435600000  ,444196.72754400000  ,영업
291,스타인살룬,서울특별시 강남구 대치동 937번지 롯데백화점 ,"서울특별시 강남구 도곡로 401, 롯데백화점 지하1층 (대치동)",20180227,운영중,,,,,21.50,135704,,,2018,N,,21.5,,,휴게음식점,백화점,,,204783.36435600000  ,444196.72754400000  ,영업
292,엄지네포장마차,서울특별시 강동구 천호동 455-8번지 현대백화점 ,"서울특별시 강동구 천호대로 1005, 현대백화점 지하2층 (천호동)",20180412,운영중,,,,,5.00,134779,,,2018,N,,5,,,휴게음식점,백화점,,02  22258829,210997.25792200000  ,448824.42207300000  ,영업
293,피자버프,서울특별시 강남구 압구정동 429번지 현대백화점본점 ,"서울특별시 강남구 압구정로 165, 현대백화점본점 지하1층 (압구정동)",20171229,운영중,,,,,9.90,135724,,,2017,N,,9.9,,,휴게음식점,백화점,,,202425.36340700000  ,447541.58378500000  ,영업
294,육첩반상롯데백화점강남점,서울특별시 강남구 대치동 937번지 롯데백화점 ,"서울특별시 강남구 도곡로 401, 롯데백화점 지하1층 (대치동)",20180228,운영중,,,,,23.80,135704,,,2018,N,,23.8,,,휴게음식점,백화점,,02  16706784,204783.36435600000  ,444196.72754400000  ,영업
295,안젤로피자파스타,서울특별시 서대문구 창천동 30-33번지 현대백화점신촌점 ,"서울특별시 서대문구 신촌로 83, 현대백화점신촌점 지하1층 (창천동)",20180228,운영중,,,,,7.50,120706,,,2018,N,,7.5,,,휴게음식점,백화점,,031 520 7072,194331.32127800000  ,450730.57764800000  ,영업
296,제주김만복 현대백화점 삼성점,서울특별시 강남구 삼성동 159-7번지 현대백화점 ,"서울특별시 강남구 테헤란로 517, 현대백화점 지하1층 (삼성동)",20171219,운영중,,,,,19.80,135730,,,2017,N,,19.8,,,휴게음식점,백화점,,,205284.14694200000  ,445461.97226000000  ,영업
297,코코몽 롯데백화점 김포공항점,"서울특별시 강서구 방화동 886번지 김포공항, 롯데몰, 스카이시티 (지상 1층) ","서울특별시 강서구 하늘길 38, 김포공항, 롯데몰, 스카이시티 1층 (방화동)",20171218,운영중,,,,,10.00,157220,상수도전용,,2017,N,,10,,,휴게음식점,백화점,,,182575.81680300000  ,451844.59929800000  ,영업
298,고우만두,서울특별시 강서구 등촌동 689번지 엔씨백화점 (지하 1층) ,"서울특별시 강서구 강서로56길 17, 엔씨백화점 지하1층 (등촌동)",20171218,운영중,,,,,14.19,157930,상수도전용,,2017,N,,14.19,,,휴게음식점,백화점,,,185907.33112900000  ,451167.94871600000  ,영업
299,비밀푸드홀릭스,서울특별시 양천구 목동 916번지 목동현대백화점 ,"서울특별시 양천구 목동동로 257, 지하2층층 (목동, 현대하이페리온)",20180221,운영중,,,,,9.90,158050,상수도전용,,2018,N,,9.9,,,휴게음식점,백화점,,,189005.13921600000  ,447530.11434800000  ,영업
300,몽샹82,서울특별시 양천구 목동 916번지 현대하이페리온 현대백화점 지하1층 ,"서울특별시 양천구 목동동로 257, 지하1층 (목동, 현대백화점)",20171207,운영중,,,,,6.60,158724,,,2017,N,,6.6,,,휴게음식점,백화점,,0226616386,189005.13921600000  ,447530.11434800000  ,영업
301,페르비타,서울특별시 강동구 천호동 455-8번지 현대백화점 ,"서울특별시 강동구 천호대로 1005, 현대백화점 10층 (천호동)",20171228,운영중,,,,,22.81,134779,,,2017,N,,22.81,,,휴게음식점,백화점,,,210997.25792200000  ,448824.42207300000  ,영업
302,마리올라,서울특별시 구로구 신도림동 692번지 디큐브시티 ,"서울특별시 구로구 경인로 662, 지하2층 (신도림동, 디큐브시티)",20180427,운영중,,,,,10.00,152706,상수도전용,,2018,N,,10,,,휴게음식점,백화점,,031 9039938,190210.51179400000  ,445488.90097600000  ,영업
303,누아누아,서울특별시 서초구 반포동 19-3번지 지하1층 ,"서울특별시 서초구 신반포로 176, 신세계백화점 강남점 지하1층 (반포동)",20180227,운영중,,,,,33.11,137713,,,2018,N,,33.11,,,휴게음식점,백화점,,,200390.17138000000  ,445018.63002100000  ,영업
304,홍대쌀국수,서울특별시 강서구 등촌동 689번지 엔씨백화점 (지하 1층) ,"서울특별시 강서구 강서로56길 17, 지하1층 (등촌동, 3동 엔씨백화점)",20171201,운영중,,,,,33.66,157930,상수도전용,,2017,N,,33.66,,,휴게음식점,백화점,,0226679000,185907.33112900000  ,451167.94871600000  ,영업
305,RAPL(라플),서울특별시 서초구 반포동 19-3번지 지하1층 ,"서울특별시 서초구 신반포로 176, 신세계백화점 강남점 지하1층 (반포동)",20180409,운영중,,,,,23.10,137713,,,2018,N,,23.1,,,휴게음식점,백화점,,,200390.17138000000  ,445018.63002100000  ,영업
306,얌이밀(yammimeal),서울특별시 강동구 천호동 455-8번지 현대백화점 ,"서울특별시 강동구 천호대로 1005, 현대백화점 8층 (천호동)",20180102,운영중,,,,,104.37,134779,,,2018,Y,,104.37,,,휴게음식점,백화점,,0222257879,210997.25792200000  ,448824.42207300000  ,영업
307,창화당,서울특별시 서초구 반포동 19-3번지 지하 1층 ,"서울특별시 서초구 신반포로 176, 지하 1층 (반포동, 센츠럴시티)",20150319,운영중,,,,,6.20,137713,,,2015,N,,6.2,,,휴게음식점,백화점,,,200390.17138000000  ,445018.63002100000  ,영업
